x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,event
-0.0,-0.0,-3.3,-7.6,-11.7,-1.3,0.9,0.0,3.2,7.4,1.0
2.5,0.7,0.3,-8.6,-9.2,4.9,0.8,0.0,0.7,1.6,1.0
-0.6,0.9,-5.5,-6.4,-7.8,5.1,1.9,0.0,0.6,3.2,1.0
1.1,12.3,-0.2,-8.6,3.1,8.6,5.5,0.1,0.1,0.4,1.0
1.0,-1.1,-2.5,-5.7,-10.1,-5.4,1.3,0.1,10.9,4.4,1.0
-0.1,-0.0,-0.0,-3.5,-0.6,-2.1,3.2,2.7,1.1,3.4,0.0
-0.8,1.8,-0.2,-6.2,-4.6,6.0,3.2,0.1,0.5,1.9,1.0
0.4,14.9,-0.0,-10.4,-1.5,8.9,14.1,0.3,0.3,0.6,1.0
0.1,-0.0,0.0,2.7,-4.0,-1.3,3.6,0.2,1.9,4.3,1.0
0.0,-0.1,0.0,-4.3,-6.5,-3.1,1.4,0.1,1.4,0.4,0.0
-4.5,-0.6,-0.6,-7.8,-5.9,-4.7,1.0,1.5,1.9,1.5,0.0
0.0,8.0,-0.0,-11.0,-8.7,8.0,5.8,0.1,0.5,2.7,1.0
-1.8,0.2,-0.2,-7.8,-4.2,3.5,2.6,0.3,0.8,0.7,0.0
-2.6,0.5,0.3,-9.8,-5.9,4.6,2.2,1.0,0.3,1.8,0.0
0.1,-0.0,1.1,-4.9,-4.4,-2.0,1.7,1.3,0.6,3.3,0.0
0.0,0.0,-2.8,-3.8,-4.7,0.1,5.6,0.1,2.3,0.2,1.0
0.4,0.3,0.0,-7.5,-7.4,3.9,1.3,0.1,0.5,1.1,1.0
0.1,0.6,15.1,-8.9,-7.1,4.7,1.7,0.0,3.8,1.8,0.0
-9.1,0.0,0.0,-3.8,4.3,2.5,6.5,18.9,0.2,4.8,0.0
-0.0,-9.4,0.0,4.9,0.6,-8.2,1.2,6.3,1.1,2.1,1.0
-0.2,0.1,0.9,-5.6,5.6,3.4,10.7,0.9,0.6,0.1,0.0
-0.1,0.8,-0.4,-1.6,7.8,5.0,4.4,0.5,0.3,0.3,1.0
-5.2,0.2,-0.0,-4.8,2.6,3.7,2.1,0.2,0.3,0.3,1.0
-0.8,4.9,-2.8,-8.2,2.0,7.3,3.1,0.1,0.3,0.4,1.0
1.7,-0.3,-1.3,-2.0,4.6,-4.1,1.0,0.2,3.8,0.2,1.0
8.2,-0.8,-2.2,-0.2,-0.8,-5.1,7.8,1.3,3.9,0.5,0.0
-22.9,-3.3,0.0,4.8,-5.2,-6.8,2.4,0.5,3.4,3.1,0.0
0.0,-2.1,-0.7,1.5,-2.9,-6.2,1.9,1.3,1.1,1.1,0.0
-0.0,0.7,1.4,-6.8,-7.6,4.9,4.3,0.1,1.4,4.9,1.0
0.2,-0.0,-0.0,-0.7,-6.9,-2.1,0.8,0.0,1.4,2.8,1.0
0.0,-2.8,-8.3,-2.3,8.7,-6.6,2.9,4.4,10.1,0.1,1.0
10.0,0.1,0.3,-7.0,-4.1,3.0,3.5,0.1,0.7,0.2,0.0
0.0,0.0,-6.0,-2.9,1.3,1.2,6.6,2.3,0.3,1.1,1.0
0.0,-5.9,-0.5,-4.1,-8.4,-7.5,0.3,1.5,1.8,12.8,0.0
0.0,3.9,0.0,-11.1,4.8,7.0,9.0,1.4,0.8,0.1,1.0
3.9,-0.0,-0.0,-6.4,0.7,-1.5,5.0,5.9,0.9,1.1,0.0
13.3,-3.7,0.7,0.3,-7.1,-6.9,1.6,0.2,8.0,1.7,0.0
2.7,-0.1,-0.3,-3.9,-11.1,-2.7,0.2,0.0,3.8,8.6,1.0
-0.8,-16.9,0.0,-5.1,-11.6,-9.0,0.1,0.1,14.1,6.6,0.0
1.9,0.3,0.0,-7.3,4.7,3.9,18.3,5.0,0.8,0.3,0.0
-0.1,-2.2,0.0,-8.7,-10.3,-6.2,0.2,0.5,2.0,14.1,0.0
0.5,0.1,-0.7,-3.7,4.3,2.8,3.5,12.2,0.1,4.0,0.0
-0.0,1.6,-2.7,-8.0,-7.1,5.9,1.8,0.0,0.6,1.7,1.0
-1.5,1.3,0.9,-3.0,2.8,5.6,8.0,0.4,0.4,1.4,1.0
-3.2,-0.0,-0.0,-8.1,-3.9,-0.1,2.4,0.4,1.9,0.3,1.0
-0.4,0.0,-2.8,-9.4,-6.3,2.4,3.4,0.2,6.1,0.8,1.0
-1.8,2.8,-0.3,-2.8,7.1,6.5,4.6,0.2,0.4,0.5,1.0
1.2,-0.3,0.0,-11.5,-10.7,-4.2,0.1,0.1,0.8,1.4,0.0
1.3,1.0,-0.0,-9.0,-8.0,5.3,8.1,0.2,3.0,3.6,1.0
-6.6,-3.1,1.4,-4.1,-7.5,-6.7,2.0,0.2,16.5,0.6,0.0
11.9,-0.0,2.0,-5.0,-0.2,-2.6,2.5,3.9,0.4,1.2,0.0
0.3,-12.5,-1.2,1.4,-5.8,-8.6,0.8,3.3,2.9,3.9,0.0
1.8,-0.0,-0.0,-6.6,-8.2,-1.9,1.1,0.1,2.3,1.2,1.0
-0.0,1.8,0.0,-6.6,3.0,6.0,3.7,0.2,0.4,0.4,1.0
0.5,0.2,0.2,-7.4,-8.4,3.5,1.6,0.1,1.1,2.3,1.0
0.1,-6.3,2.5,-3.6,-7.5,-7.6,0.5,1.0,3.4,3.4,0.0
-6.1,0.3,-0.1,2.4,-2.6,4.0,2.3,0.1,0.5,3.2,1.0
35.1,-2.3,0.2,-4.2,-8.7,-6.3,1.0,0.6,4.2,8.9,0.0
0.5,-10.1,-4.8,-7.6,-11.2,-8.3,0.2,0.2,15.3,9.4,0.0
-0.0,-0.0,2.2,-1.2,-8.3,-1.5,1.0,0.0,2.2,4.8,1.0
9.5,0.5,-0.2,-6.6,0.7,4.5,6.7,0.5,1.5,0.8,1.0
0.0,-4.6,-0.0,3.2,-2.1,-7.2,0.6,0.1,15.0,1.1,1.0
-0.0,-3.3,0.8,5.4,-2.9,-6.8,2.4,1.4,2.1,3.8,0.0
0.2,1.3,1.9,-7.9,3.6,5.6,7.6,1.7,0.2,0.2,0.0
0.0,-1.1,-3.4,-5.4,1.1,-5.4,2.6,25.0,1.4,3.3,0.0
0.4,1.8,-0.6,-8.0,-2.2,6.0,6.9,0.3,0.9,1.0,1.0
-0.0,0.0,-0.1,-2.7,-5.5,1.4,2.2,0.1,0.8,2.2,1.0
-0.0,-0.0,1.8,-6.0,-1.7,-1.7,1.8,0.5,0.6,0.2,0.0
3.2,-0.7,0.2,4.3,-7.2,-4.9,1.0,0.1,1.4,3.9,1.0
-0.1,-1.6,-23.6,10.1,5.4,-5.8,0.5,0.0,3.7,2.1,1.0
2.4,2.1,1.9,-5.3,-4.1,6.2,5.5,0.2,0.4,2.7,1.0
-6.8,-0.5,-0.5,-6.3,-7.4,-4.6,1.3,0.1,4.7,0.5,0.0
20.5,0.8,-0.6,-8.1,-1.2,5.0,4.0,0.4,0.7,0.5,1.0
-0.6,-3.1,0.0,4.8,-3.7,-6.7,2.0,1.6,2.1,6.3,0.0
-2.0,0.1,0.0,-7.5,7.1,3.3,3.2,1.0,0.9,0.1,1.0
0.0,-0.1,0.1,-6.0,-3.3,-3.2,3.0,0.6,4.9,0.7,0.0
-0.0,-0.0,2.8,-5.2,-1.2,-1.4,3.9,1.8,0.8,0.9,0.0
1.4,0.0,-8.8,-4.7,-0.4,1.1,5.6,2.3,0.6,1.7,0.0
-0.1,0.0,20.4,-7.6,-4.9,0.3,1.7,0.8,0.5,1.0,0.0
0.2,-0.2,0.1,3.9,-3.7,-3.4,2.6,0.2,2.8,4.8,1.0
1.7,0.2,-0.0,-0.7,7.9,3.8,12.2,1.7,0.2,0.1,0.0
3.3,10.9,-1.4,-3.9,5.7,8.4,8.7,0.2,0.1,1.3,1.0
0.0,11.5,4.1,-9.8,-0.6,8.5,4.5,0.1,0.4,0.6,1.0
